Link,Name,Image,About,HowToMake,Ingredients,Garnish,Glass,Flavor,BaseSpirit,CocktailType,Preparation,Served,Strength,Difficulty,Hours,Occasions,Theme,Brands
https://www.liquor.com/recipes/anti-inflammatory/,Anti-Inflammatory,https://cdn.liquor.com/wp-content/uploads/2018/04/30125845/11-Hottest-Cocktails-to-Drink-in-Bars-Now-May-2018-anti-inflammatory-720x720-slideshow-260x260.jpg,Saffron NOLA is a heartwarming modern Indian restaurant from the Vilkhu family long beloved locally for their pop-up restaurant. The elegant space is enhanced by general manager and bar director Ashwin Vilkhu’s cocktails showcasing Indian ingredients while riffing on classics. Inspired by a bedtime elixir of warm milk honey and turmeric (which Ashwin’s mom would give him before bed) the Anti-Inflammatory also plays off a New Orleans’ staple cocktail the Brandy Milk Punch. The soothing drink luxuriously combines cognac with tumeric-infused coconut milk and honey syrup over crushed ice garnished with a cilantro sprig and drops of chili oil. This recipe originally appeared as part of “11 Hottest Cocktails to Drink in Bars Now: May 2018.”,Add all the ingredients into a shaker and dry-shake (no ice). Pour into a snifter over crushed ice. Garnish with the chili oil drops and a sprig of cilantro. *Turmeric-infused coconut milk: Dry-roast 1 tbsp turmeric powder in a pan for 3-5 minutes on medium heat then stir the roasted turmeric into 15 oz coconut milk.,Cognac;Turmeric-infused coconut milk;Honey syrup;Chili oil,Cilantro sprig,Snifter,Spicy,Brandy;Cognac,Modern Classics,Shaken,On the Rocks,Medium,Medium,Evening,,,Hennessy
https://www.liquor.com/recipes/appleton-jungle-bird/,Jungle Bird,https://cdn.liquor.com/wp-content/uploads/2018/04/30121838/JungleRecipe-720x720-260x260.png,This isn’t your average tropical cocktail. The combination of Appleton Estate Reserve rum and Campari liqueur provides a balance of bitter and sweet flavors that’s as delicious as it is unexpected. ,Add all the ingredients into a shaker with ice and shake. Strain over fresh ice into a highball glass. Garnish with a pineapple wedge.,Appleton Estate Reserve rum;Campari liqueur;Pineapple juice;Fresh lime juice;Simple syrup,Pineapple wedge,Highball,Fruity/Citrus-forward,Rum,Tiki / Tropical,Shaken,On the Rocks,Medium,Medium,Afternoon,,,Appleton Estate;Campari
https://www.liquor.com/recipes/kylo-rye/,Kylo Rye,https://cdn.liquor.com/wp-content/uploads/2018/04/27151824/kylo-rye-720x720-recipe-260x260.jpg,The bartenders in the tasting room at the Bendistillery in Bend Ore. are a band of “Star Wars”-loving devotees. This simple but potent whiskey-centric sipper pays tribute to the fiery temperament of Kylo Ren and his take-no-prisoners style of sabering with its ample use of spicy rye and puckery lime juice.This recipe originally appeared as part of “May the Fourth Be with You with These 4 ‘Star Wars’ Cocktails.”,Combine the whiskey and juice in a rocks glass with ice. Top with the club soda. Garnish with a lime twist.,Fresh lime juice;Club soda to top,Lime twist,Rocks,Spirit-forward,Rye Whiskey;Whiskey,Modern Classics,Poured,On the Rocks,Medium,Simple,Evening,,,Crater Lake
https://www.liquor.com/recipes/qui-gon-gin-singer/,Qui-Gon Gin-Singer,https://cdn.liquor.com/wp-content/uploads/2018/04/27151851/qui-gon-gin-singer-720x720-recipe-260x260.jpg,Billy Atchison the co-founder of Banjo Cold Brew Coffee in Atlanta is a Jedi junkie. So much so that he created this cocktail in honor of the respected and unconventional if thoroughly paranoid Jedi master Qui-Gon Jinn. “Sweetened cold-brew coffee gives it enough edge to win at any pod race” says Atchison. “And the smooth gin plus lemon ensures that any Jedi could keep his cool when negotiations seem to be failing.” This recipe originally appeared as part of “May the Fourth Be with You with These 4 ‘Star Wars’ Cocktails.”,Pour the tonic over a highball glass filled with ice and set aside. Add the gin and coffee into a mixing glass and stir. Pour the mixture over the tonic. Express the oil of a lemon peel over the glass and drop in to garnish.,Boylan Heritage tonic water,Lemon peel,Highball,Bitter,Gin,Modern Classics,Stirred,On the Rocks,Medium,Medium,Afternoon;Evening,,,Banjo;Boylan;Old Fourth
https://www.liquor.com/recipes/dark-side/,Dark Side,https://cdn.liquor.com/wp-content/uploads/2018/04/27151816/dark-side-720x720-recipe-260x260.jpg,Black as Vader’s cape this nod to the seduction of evil by NOLA bartender Christian Villalta is apropos. Drinking this opaque beauty is an irresistible force itself after all. Its up-the-ante ingredients make it perfect for both the incurable cocktail geek and “Star Wars” nerds everywhere. (It requires making your own black sesame orgeat.)  This recipe originally appeared as part of “May the Fourth Be with You with These 4 ‘Star Wars’ Cocktails.”,Add all the ingredients into a shaker with ice and shake until well-chilled. Strain into a chilled coupe glass. Garnish with a jasmine flower. *Black sesame orgeat: Combine 3/4 cup black sesame seeds and 1/4 cup white sesame seeds on a baking sheet and bake at 400 degrees F for 5 minutes. Let cool then purée in a blender with 2 cups simple syrup until pasty. Strain purée through a cheesecloth then mix with 1 splash orange blossom water and 8 oz vodka. Store in an airtight glass container in a cool dry place.,Maker’s Mark 46 whiskey;Black sesame orgeat;Lime juiced;Angostura bitters;Activated charcoal,Jasmine flower,Coupe,Bitter,Bourbon / American Whiskey,Modern Classics,Shaken,Neat/Up,Medium,Medium,Evening,,,Angostura;Maker’s Mark
https://www.liquor.com/recipes/darth-mauled-pomegranate-cider/,Darth Mauled Pomegranate Cider,https://cdn.liquor.com/wp-content/uploads/2018/04/27151820/Darth-Mauled-Pomegranate-Cider-720x720-recipe-260x260.jpg,This warm spicy drink from Brendan Costello at Burke’s Public House in Chicago is delicious enough to make even Grand Moff Tarkin grin with giddy pleasure. Plus for the shaker-challenged it’s pretty simple to whip up. “It’s so easy to make you’re basically using the Force to do it for you” says Costello.This recipe originally appeared as part of “May the Fourth Be with You with These 4 ‘Star Wars’ Cocktails.”,In a small saucepan add the juice cider and spice. Cook on medium heat and let the mixture simmer for 10 minutes until fragrant. Remove the mulling bag. Pour into a mug and add 1 shot of rum or whiskey per drink.,Pomegranate juice;Apple cider;Dark rum or whiskey,,Mug,Spicy;Sweet,Rum;Whiskey,Hot,Cooked/Heated,Hot/Warm,Medium,Medium,Evening,,,Urban Accents
https://www.liquor.com/recipes/azunia-raise-to-the-fraise/,Raise to the Fraise,https://cdn.liquor.com/wp-content/uploads/2018/04/27100616/RaisetotheFraise_720x720-260x260.jpg,What could be better than a refreshing cocktail that highlights the fruity notes of Azuñia añejo tequila? Be sure to have some fresh strawberries and mesquite honey syrup before making this one.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Add all the ingredients into a shaker with ice and shake. Strain into a Collins glass over ice. Garnish with a mint sprig and strawberry slice.,Azuñia añejo tequila;Lillet rouge apéritif;Mesquite honey syrup (2:1 honey to water);Fresh lemon juice;Strawberry muddled;Angostura bitters,Mint sprig;Strawberry slice,Collins,Fruity/Citrus-forward;Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon,,,Angostura;Azunia;Lillet
https://www.liquor.com/recipes/azunia-paloma/,Paloma,https://cdn.liquor.com/wp-content/uploads/2018/04/27100604/Azunia-Paloma_720x720-260x260.jpg,Many think the Paloma is a more beloved cocktail in Mexico than the Margarita. And it’s hard to argue especially when you try one made with Azuñia blanco tequila with a little pamplemousse liqueur added for good measure.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Wet the rim of a highball glass with a grapefruit wedge and salt the rim. Add 1 dash sea salt to the bottom of the glass. Add ice and add the tequila liqueur lime juice and syrup. Top off with the club soda. Garnish with the grapefruit wedge.,Azuñia organic blanco or reposado tequila;Giffard pamplemousse liqueur;Fresh lime juice;Simple syrup (1:1 sugar and water);Club soda to top;Sea salt,Grapefruit wedge;Salt rim,Highball,Fruity/Citrus-forward;Sweet,Tequila,Classics,Poured,On the Rocks,Strong,Medium,Afternoon,,,Azunia;Giffard
https://www.liquor.com/recipes/azunia-sonoran-sunrise/,Sonoran Sunrise,https://cdn.liquor.com/wp-content/uploads/2018/04/27100628/Sonoran-Sunrise_720x720-260x260.jpg,Sure you could settle for a standard Tequila Sunrise. But wouldn’t you rather enjoy a cocktail with orange curaçao prickly pear syrup and yuzu juice?This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Muddle the jalapeño slice in a shaker add the remaining ingredients and ice and shake. Double-strain into a rocks glass over ice. Garnish with a dehydrated orange wheel.,Azuñia reposado tequila;Orange curaçao (such as Pierre Ferrand dry curaçao);Yuzu juice blend (1:1 yuzu and fresh lemon juice);Prickly pear syrup (1:1 Perfect Purée prickly pear purée and sugar);Jalapeño,Dehydrated orange wheel,Rocks,Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon,,,Azunia;Perfect Purée;Pierre Ferrand
https://www.liquor.com/recipes/azunia-amatitan-old-fashioned/,Amatitán Old Fashioned,https://cdn.liquor.com/wp-content/uploads/2018/04/27100636/Amatitan-Old-Fashioned_720x720-260x260.jpg,Class up your cocktail repertoire with this extra refined take on the Tequila Old Fashioned. The delicious cocktail shows that tequila and rum can do more than coexist in a recipe.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Lightly muddle the bitters and sugar cube in an Old Fashioned glass. Fill with ice add the tequila and rum and stir. Garnish with an orange peel and sprig of rosemary.,Azuñia añejo tequila;Diplomático Reserva Exclusiva rum;Angostura bitters;Sugar cube,Orange peel;Rosemary sprig,,Spirit-forward,Tequila,Modern Classics,Stirred,On the Rocks,Strong,Medium,Evening,,,Angostura;Azunia;Diplomatico
https://www.liquor.com/recipes/azunia-vera-blanco/,Vera Blanco,https://cdn.liquor.com/wp-content/uploads/2018/04/27100632/Vera-Blanco_720x720-260x260.jpg,It’s no surprise this cocktail is so soothing considering it features ingredients like aloe vera liqueur and cucumber juice. You’ll have a hard time finding a more relaxing cocktail.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Add all the ingredients into a shaker with ice and shake. Strain into a Collins glass over ice. Garnish with a mint sprig.,Chareau aloe vera liqueur;Orange blossom honey;Fresh cucumber juice;Fresh lime juice,Mint sprig,Collins,Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon,,,Azunia;Chareau
https://www.liquor.com/recipes/azunia-cervesa-fresa/,Cerveza Fresa,https://cdn.liquor.com/wp-content/uploads/2018/04/27100608/Cerveza-Fresa_720x720-260x260.jpg,Any good party will have beer and tequila. Take yours further by bringing the two together in this mouthwatering cocktail. Keep it authentic by using Mexican lager and blanco tequila.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Add all the ingredients except the beer to a shaker with ice and shake for 10 seconds. Top with the beer. Strain over fresh ice into a Collins glass. Garnish with a lemon wedge.,Reál strawberry puree;Fresh lemon juice;Angostura bitters;Light Mexican beer,Lemon wedge,Collins,Fruity/Citrus-forward;Sweet,Tequila,Modern Classics,Shaken,On the Rocks,Medium,Medium,Afternoon,,,Angostura;Azunia
https://www.liquor.com/recipes/azunia-happenstance/,Happenstance,https://cdn.liquor.com/wp-content/uploads/2018/04/27100612/Happenstance_720x720-260x260.jpg,There’s an idea from Chinese folklore that the creation of tea is by “pure improbability not the work or results of man.” The same could be said for this cocktail featuring an unexpected and delicious mix of Azuñia blanco tequila apricot brandy green tea syrup yuzu and lemon juice.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Add all the ingredients into a shaker with ice and shake. Strain into a coupe glass. Garnish with fresh thyme.,Giffard apricot brandy;Green tea syrup (1:1);Yuzu-lemon juice blend (1:1 yuzu and fresh lemon juice);Orange bitters,Thyme,Coupe,Sweet,Tequila,Modern Classics,,Neat/Up,Medium,Medium,Afternoon,,,Azunia;Giffard
https://www.liquor.com/recipes/azunia-rosalees-downfall/,Rosalee’s Downfall,https://cdn.liquor.com/wp-content/uploads/2018/04/27100622/Rosalees-Downfall_720x720-260x260.jpg,This crisp cocktail by Mat Snapp of Fox Restaurant Concepts features an alluring mix of floral flavors and organic blanco tequila. The artful use of rose petal mango liqueur along with the rose and lime garnish make it a favorite on Valentine’s Day or any other special occasion.This recipe originally appeared as part of “8 Cocktails to Drink on Cinco de Mayo Instead of a Margarita.”,Add all the ingredients into a shaker with ice and shake hard. Pour into a coupe glass. Garnish with a dehydrated lime wheel and rose petals. *Rose-petal-infused mango liqueur: Steep 25 g rose petals and 1 L Patrón Citrónge mango tequila for 3 hours. Keeps for 3 weeks in the refrigerator.,Sour mix;Rose-petal-infused mango liqueur,Dehydrated lime wheel;Rose petals,Coupe,Sour,Tequila,Modern Classics,Shaken,Neat/Up,Medium,Medium,Afternoon,Valentine’s Day,Romantic,Azunia Tequila;Patrón
https://www.liquor.com/recipes/yoda-sour/,Yoda Sour,https://cdn.liquor.com/wp-content/uploads/2018/04/25085739/sour-yoda-720x720-article-260x260.jpg,Inspired by the diminutive Jedi Master this simple Pisco Sour recipe packs a serious punch with its double dose of green thanks to matcha and absinthe. Love it you will. ,Coat the inside of a chilled coupe with 3 sprays of absinthe discarding any excess and set aside. Add all the remaining ingredients into a shaker and dry-shake (no ice). Fill the shaker with ice and shake again until well-chilled. Strain into the prepared coupe. Sift matcha over a Yoda stencil to garnish.,Absinthe to coat;Pisco;Fresh lime juice;Simple syrup;Large egg white;Matcha,Matcha,Coupe,Sour,Pisco,Modern Classics,Shaken,Neat/Up,Medium,Medium,Evening,,,
https://www.liquor.com/recipes/daiquiri-2/,The Classic Daiquir,https://cdn.liquor.com/wp-content/uploads/2016/08/23075205/All-the-Labor-Day-Drinks-for-an-Effortless-Labor-Day-daiquiri-720x720-slideshow.jpg,The classic Daiquiri is a super simple rum cocktail that’s well-balanced and refreshing. The combination of sweet sour and spirit is refreshingly tangy and perfect for any occasion.The Daiquiri’s classic cocktail status was long established before the contemporary cocktail phase. It was one of six classic cocktails that was featured in David A. Embury’s 1948 seminal book on cocktails “The Fine Art of Mixing Drinks.” Once you’ve made this recipe you’ll forget all about those terrible frozen syrupy Daiquiris you’ve had in tropical locations. Add this foolproof drink to your bartending arsenal and your friends will thank you.,Add all the ingredients to a shaker and fill with ice. Shake and strain into a chilled Martini glass. Garnish with a lime wheel.,Dark rum (Appleton Estate Reserve);Fresh lime juice;Simple syrup,1 Lime wheel,Martini,Fruity/Citrus-forward;Sour;Sweet,Rum,Classics;Tiki / Tropical,Shaken,Neat/Up,Medium,Medium,Afternoon;Dinner/Paired with food;Evening,,,Appleton Estate
